4194304;56248;0;0;0;0;224447690;20385618;29819493;29090430;0;0;3.954
4194304;42717;0;0;0;0;126489752;12022562;13591670;20788434;0;0;2.531
262144;21736;0;0;0;0;22721087;1082629;676496;9123816;0;0;0.522
1048576;16055;0;0;0;0;21647978;1789940;682212;6898686;0;0;0.706
262144;6335;0;0;0;0;7433179;493384;200810;2716482;0;0;0.192
4194304;312021;0;0;0;0;1239040830;102659840;199499289;143206794;0;0;17.699
262144;22253;0;0;0;0;26329707;1590416;1287747;9352296;0;0;0.537
1048576;144076;0;0;0;0;159472725;8276756;7080843;60292626;0;0;3.109
1048576;453096;0;0;0;0;848942021;74897491;88909620;189489804;0;0;13.728
4194304;141280;0;0;0;0;205245392;15840713;12292205;60594954;0;0;4.090
1048576;62959;0;0;0;0;88109367;6513961;5723589;26310612;0;0;1.638
1048576;156400;0;0;0;0;274999859;21448741;27436130;66393144;0;0;4.580
1048576;1032;0;0;0;0;5999042;1131319;111309;636600;0;0;0.183
262144;32;0;0;0;0;1164135;269411;16822;26028;0;0;0.062
1048576;21030;0;0;0;0;24744195;1778276;551694;8928078;0;0;0.566
4194304;72384;0;0;0;0;108877297;8806302;5635512;31957842;0;0;2.358
4194304;160384;0;0;0;0;671967405;57925736;100209580;82207428;0;0;10.249
1048576;20560;0;0;0;0;28780335;2238787;1448488;8810778;0;0;0.636
4194304;160992;0;0;0;0;459568403;39349373;58770644;74017542;0;0;7.367
4194304;9682;0;0;0;0;32592920;4986594;1143351;5038818;0;0;0.938
262144;2320;0;0;0;0;4174165;410369;202274;1084992;0;0;0.121
262144;1392;0;0;0;0;2976021;351671;123471;676788;0;0;0.095
4194304;2165916;0;0;0;0;5116966541;566966748;651968173;900042306;0;0;79.358
1048576;12412;0;0;0;0;25799829;2214062;1765567;6444378;0;0;0.528
1048576;50610;0;0;0;0;125968329;11867882;15128332;22786104;0;0;2.036
1048576;510;0;0;0;0;5163179;1097683;74711;307038;0;0;0.164
1048576;36925;0;0;0;0;55794552;3708255;3638307;16593072;0;0;1.059
1048576;46879;0;0;0;0;91451564;7551165;8623408;21088824;0;0;1.580
1048576;11691;0;0;0;0;21240690;1993296;1395128;5262402;0;0;0.498
4194304;400710;0;0;0;0;1048673193;74880503;151977832;175236222;0;0;16.308
4194304;316126;0;0;0;0;1783667754;157227444;291713052;161952354;0;0;25.321
1048576;77418;0;0;0;0;185358745;14029675;21426859;38082942;0;0;3.020
4194304;557783;0;0;0;0;2019742603;222630731;299381923;240114750;0;0;29.913
4194304;104804;0;0;0;0;217682502;18069644;21614214;48151566;0;0;3.942
262144;7830;0;0;0;0;9737791;665358;373554;3404676;0;0;0.227
4194304;5200;0;0;0;0;23466552;4528782;374658;2379168;0;0;0.838
4194304;10878;0;0;0;0;40288582;5691293;2533589;5352264;0;0;1.086
4194304;201685;0;0;0;0;682746210;61309191;95488152;95389704;0;0;10.498
1048576;232176;0;0;0;0;512217783;46628876;59551958;99021924;0;0;7.923
4194304;514976;0;0;0;0;2240805736;250959044;332058361;218810928;0;0;31.004
1048576;95227;0;0;0;0;179477813;14357133;18739298;41716080;0;0;3.003
4194304;133635;0;0;0;0;365269563;31806698;44474241;65182608;0;0;6.088
1048576;55845;0;0;0;0;74172473;4934336;4117378;23992152;0;0;1.415
4194304;1137192;0;0;0;0;4985759438;567560609;798764983;488221590;0;0;69.704
1048576;63126;0;0;0;0;98732730;7898052;8273306;27070716;0;0;1.776
4194304;159783;0;0;0;0;502474070;46142928;69074800;76324170;0;0;7.886
1048576;289256;0;0;0;0;303199034;13869930;11385225;120241290;0;0;5.867
4194304;353056;0;0;0;0;514188679;39195127;38106064;148206528;0;0;9.313
4194304;2352;0;0;0;0;20997883;4424383;351551;1267878;0;0;0.721
4194304;805211;0;0;0;0;4425309191;412319299;741667385;395451264;0;0;62.706
4194304;38368;0;0;0;0;96361399;9404583;8547420;18898374;0;0;1.935
1048576;8428;0;0;0;0;12936368;1348634;251638;3763002;0;0;0.341
1048576;16050;0;0;0;0;23156821;1851647;854838;7280166;0;0;0.507
4194304;37037;0;0;0;0;141535572;13762204;17153057;19022304;0;0;2.537
1048576;68820;0;0;0;0;76733346;4077034;3085920;28636212;0;0;1.557
4194304;447636;0;0;0;0;1795736728;157446131;273808259;210086562;0;0;26.039
262144;38181;0;0;0;0;38314075;1623968;1098952;15883560;0;0;0.785
1048576;39120;0;0;0;0;76666732;5983779;6952303;18625524;0;0;1.357
4194304;188728;0;0;0;0;641201983;54867412;87703801;94463544;0;0;9.839
262144;4725;0;0;0;0;6748800;520304;285584;2143242;0;0;0.260
1048576;135320;0;0;0;0;169031153;10657186;9132576;57019548;0;0;3.128
1048576;35088;0;0;0;0;49640868;3555928;3066077;14987388;0;0;0.956
4194304;156804;0;0;0;0;545557233;48781504;77041883;76488798;0;0;8.368
4194304;389752;0;0;0;0;1565847934;134435980;241063920;184992420;0;0;24.570
4194304;279000;0;0;0;0;1078438432;91518377;161746260;137927682;0;0;15.846
1048576;43384;0;0;0;0;63111009;4837911;4212596;19090848;0;0;1.212
262144;360;0;0;0;0;1599586;283958;30717;200754;0;0;0.070
4194304;26207;0;0;0;0;83563742;8722080;7860483;13586418;0;0;1.721
4194304;340771;0;0;0;0;1717254314;159083203;285248475;169540032;0;0;23.906
1048576;1554;0;0;0;0;10852000;1570979;935229;1188828;0;0;0.270
1048576;162506;0;0;0;0;174993698;8975656;7129775;67201812;0;0;3.714
1048576;29820;0;0;0;0;41047112;3152333;2224084;12624762;0;0;0.932
1048576;37510;0;0;0;0;55197246;3971821;3518799;16426608;0;0;1.107
262144;114;0;0;0;0;1248368;271676;17759;65298;0;0;0.070
262144;9593;0;0;0;0;11615782;744553;469726;4143258;0;0;0.285
1048576;4664;0;0;0;0;12002497;1433422;569862;2437920;0;0;0.287
262144;1666;0;0;0;0;3393195;365949;134318;850902;0;0;0.101
4194304;295296;0;0;0;0;1859292523;169200457;316672055;151189518;0;0;25.805
262144;20904;0;0;0;0;23105145;1292335;921406;8764062;0;0;0.479
1048576;55620;0;0;0;0;60770153;3346928;1912789;23192268;0;0;1.259
262144;4032;0;0;0;0;7094558;581200;454162;1936488;0;0;0.172
1048576;8918;0;0;0;0;19910379;1910547;1314767;4655808;0;0;0.410
4194304;42453;0;0;0;0;71844070;7234569;3698290;18379908;0;0;1.680
4194304;763;0;0;0;0;18038996;4250600;76291;448818;0;0;0.704
262144;730;0;0;0;0;1848010;288184;28152;334884;0;0;0.081
262144;15048;0;0;0;0;16778474;905321;561059;6392052;0;0;0.363
262144;60255;0;0;0;0;68027607;3724109;3331469;25132002;0;0;1.326
1048576;590;0;0;0;0;5112548;1086224;49495;336618;0;0;0.169
1048576;6072;0;0;0;0;11093959;1312295;275541;2763300;0;0;0.304
4194304;238370;0;0;0;0;831773287;67134684;120083352;115092432;0;0;12.893
4194304;201135;0;0;0;0;313167712;24060668;24162871;84564852;0;0;5.797
1048576;158;0;0;0;0;4586626;1067754;31215;122418;0;0;0.155
4194304;2550;0;0;0;0;25722252;4816266;1102396;1681794;0;0;0.819
1048576;45820;0;0;0;0;62593268;4258616;3453173;19970904;0;0;1.223
1048576;3645;0;0;0;0;10176414;1353323;450455;1846626;0;0;0.246
4194304;352291;0;0;0;0;1438776298;130926515;218863438;166771548;0;0;20.865
4194304;7392;0;0;0;0;31503423;5152483;1586953;3676608;0;0;0.995
262144;1512;0;0;0;0;3003401;345731;99137;744108;0;0;0.125
4194304;196911;0;0;0;0;394923086;37178497;42113210;86725314;0;0;6.771
4194304;50112;0;0;0;0;146852754;14062391;16816866;25522968;0;0;2.825
1048576;9322;0;0;0;0;14083445;1446315;338153;4029120;0;0;0.398
1048576;677784;0;0;0;0;765026612;44611697;38911180;277446648;0;0;14.535
1048576;115;0;0;0;0;4431008;1059104;19123;73458;0;0;0.169
1048576;2665;0;0;0;0;8202660;1226650;232593;1408944;0;0;0.222
1048576;7102;0;0;0;0;13713022;1491664;532475;3411408;0;0;0.356
4194304;109395;0;0;0;0;458346536;40355349;67058957;55607766;0;0;7.151
4194304;14490;0;0;0;0;60924015;7660814;6260359;7619418;0;0;1.368
4194304;4329;0;0;0;0;23561832;4507116;428007;2286858;0;0;0.920
4194304;294320;0;0;0;0;1103800076;94955986;165913927;144843792;0;0;16.463
1048576;34408;0;0;0;0;45274877;3222648;2536966;14471778;0;0;0.923
4194304;90086;0;0;0;0;398895591;38043811;65475321;42078282;0;0;5.965
1048576;362340;0;0;0;0;490800731;30174861;34092611;154485954;0;0;8.941
4194304;96348;0;0;0;0;401971707;34990097;57218455;49597518;0;0;6.425
1048576;82244;0;0;0;0;339645537;31248136;49463056;40511868;0;0;5.033
262144;18012;0;0;0;0;18064237;823208;407188;7477332;0;0;0.408
4194304;245160;0;0;0;0;396968228;29583901;33064158;106367862;0;0;7.207
1048576;1332;0;0;0;0;6136453;1127631;99003;717078;0;0;0.194
1048576;20769;0;0;0;0;52792042;4271970;5488188;10388718;0;0;0.940
1048576;6228;0;0;0;0;14235286;1690334;942634;2816544;0;0;0.321
262144;15337;0;0;0;0;16507319;885810;509837;6443664;0;0;0.370
4194304;218148;0;0;0;0;807425670;96700918;107470822;92795844;0;0;12.277
1048576;33880;0;0;0;0;37658143;2298080;1009446;14132118;0;0;0.843
1048576;117912;0;0;0;0;149080305;9834861;9282062;49842318;0;0;2.832
1048576;4600;0;0;0;0;9696202;1266306;230174;2158134;0;0;0.385
4194304;72314;0;0;0;0;133986587;12403006;10281225;32884104;0;0;2.693
262144;72;0;0;0;0;1225238;270801;17598;48468;0;0;0.062
4194304;327760;0;0;0;0;864197178;104196738;113596652;136622796;0;0;13.783
1048576;191347;0;0;0;0;232726320;14358103;13352999;79362240;0;0;4.377
262144;12096;0;0;0;0;16471045;1046071;963103;5315748;0;0;0.340
4194304;587124;0;0;0;0;1001830608;82672089;94681965;245971794;0;0;17.217
4194304;176704;0;0;0;0;625498997;51761368;90455926;85218774;0;0;9.746
4194304;142262;0;0;0;0;215692262;18045323;13959266;60127080;0;0;4.226
4194304;34188;0;0;0;0;48171500;5069656;577673;14391402;0;0;1.297
1048576;21150;0;0;0;0;28446952;2089382;1126728;9306804;0;0;0.613
1048576;413090;0;0;0;0;571755691;43305844;42983469;170399688;0;0;10.351
4194304;323140;0;0;0;0;372276282;21433219;15973443;134798628;0;0;7.356
4194304;815517;0;0;0;0;2039361203;168173077;257139121;368567328;0;0;31.113
1048576;39195;0;0;0;0;59357476;4659636;4172080;17316558;0;0;1.112
4194304;808962;0;0;0;0;1640783136;166100173;193910466;343330080;0;0;26.128
1048576;798;0;0;0;0;5415189;1100602;68827;443718;0;0;0.175
1048576;8732;0;0;0;0;13579617;1397394;318096;3878976;0;0;0.362
262144;2457;0;0;0;0;3639964;339351;61357;1150680;0;0;0.120
1048576;46208;0;0;0;0;93152272;7390794;9608414;20111154;0;0;1.571
262144;49593;0;0;0;0;49043581;2076343;1427416;20563524;0;0;1.001
1048576;157180;0;0;0;0;230940355;17919019;16872106;65768496;0;0;4.032
1048576;14064;0;0;0;0;26235132;2271015;1781272;6726816;0;0;0.525
262144;12535;0;0;0;0;14952068;832828;569987;5548716;0;0;0.322
1048576;7104;0;0;0;0;14224645;1576442;742322;3253410;0;0;0.321
262144;26752;0;0;0;0;29247077;1536575;1161872;11260206;0;0;0.596
262144;675;0;0;0;0;1935328;294638;37094;349062;0;0;0.075
4194304;255684;0;0;0;0;420191170;35018713;36216181;107924892;0;0;7.374
4194304;1967823;0;0;0;0;1765570445;52768598;31089346;804023790;0;0;35.877
4194304;54194;0;0;0;0;269502421;26917883;42947743;28228518;0;0;4.155
1048576;194920;0;0;0;0;203998930;9959921;7690892;80642034;0;0;3.992
262144;35802;0;0;0;0;36326988;1650041;1125733;14848362;0;0;0.744
262144;3740;0;0;0;0;5002012;396282;118519;1676490;0;0;0.217
1048576;2670;0;0;0;0;8631136;1266254;320235;1410984;0;0;0.226
1048576;130009;0;0;0;0;122227525;4522247;2353329;53379372;0;0;2.512
262144;11154;0;0;0;0;11800013;607170;252720;4731900;0;0;0.275
262144;826;0;0;0;0;2210598;312550;67941;421278;0;0;0.092
1048576;39744;0;0;0;0;102446734;7814354;11661288;20229576;0;0;1.673
4194304;111252;0;0;0;0;214691547;18446289;19791052;49607310;0;0;3.880
4194304;26871;0;0;0;0;42553026;5096651;691766;11134746;0;0;1.146
4194304;4255;0;0;0;0;23940462;4567154;550332;2246262;0;0;0.805
1048576;1304;0;0;0;0;6354449;1151495;144011;732480;0;0;0.207
4194304;355630;0;0;0;0;661587903;59145869;68044984;153733194;0;0;11.751
1048576;19530;0;0;0;0;29314604;2527174;1675073;8364018;0;0;0.686
4194304;275947;0;0;0;0;1370594588;124012856;223849276;136288440;0;0;19.793
4194304;33642;0;0;0;0;102236127;10038534;10159935;17358378;0;0;2.110
1048576;380;0;0;0;0;4834782;1077387;41502;226458;0;0;0.162
4194304;588051;0;0;0;0;840907147;59865767;65877584;248026176;0;0;15.395
1048576;41757;0;0;0;0;50504657;3163932;2045193;17891328;0;0;1.043
1048576;3000;0;0;0;0;7372082;1137614;66202;1432608;0;0;0.235
1048576;41846;0;0;0;0;41733461;2066084;649468;17266884;0;0;0.923
4194304;18080;0;0;0;0;50143654;6433377;3697209;8204286;0;0;1.336
4194304;484783;0;0;0;0;1977956808;170918963;303893736;236870742;0;0;29.285
1048576;16044;0;0;0;0;46021255;4117765;5397296;8399208;0;0;0.813
1048576;39960;0;0;0;0;45123385;2719867;1472769;16741992;0;0;0.994
4194304;102858;0;0;0;0;336646151;30513371;46981466;48760914;0;0;5.453
262144;2310;0;0;0;0;3290264;329392;55877;995640;0;0;0.105
4194304;8448;0;0;0;0;32551845;5101155;1427700;4408968;0;0;0.946
262144;5250;0;0;0;0;6763350;483116;212051;2321742;0;0;0.181
262144;7560;0;0;0;0;8867813;568122;273157;3255756;0;0;0.246
4194304;24934;0;0;0;0;70308051;7647042;5768295;12903018;0;0;1.564
262144;2970;0;0;0;0;3938248;353726;74442;1270836;0;0;0.119
4194304;301644;0;0;0;0;725459433;72990441;88807042;130331436;0;0;11.949
262144;4920;0;0;0;0;6627454;472567;208817;2261766;0;0;0.169
262144;3700;0;0;0;0;4836368;396253;115294;1609782;0;0;0.137
4194304;1904;0;0;0;0;19669427;4319379;164574;1017468;0;0;0.719
1048576;18224;0;0;0;0;32066852;2626875;2116740;8595864;0;0;0.655
262144;15696;0;0;0;0;17285397;854469;562382;6710496;0;0;0.420
1048576;19800;0;0;0;0;47119005;3847335;4694295;10258158;0;0;0.868
4194304;6615;0;0;0;0;32604796;5211632;1728979;3512898;0;0;0.956
4194304;801328;0;0;0;0;2389207656;252974772;322460916;339051180;0;0;36.161
4194304;329565;0;0;0;0;1282961830;111891853;194974944;151176258;0;0;19.459
262144;39744;0;0;0;0;47098521;3008884;2591577;16490256;0;0;0.945
4194304;123648;0;0;0;0;438476779;38472317;61199794;62825592;0;0;7.106
1048576;271780;0;0;0;0;427776297;34710855;39119492;115003590;0;0;7.479
4194304;85324;0;0;0;0;185445083;18390547;19575480;37083036;0;0;3.449
4194304;1121490;0;0;0;0;7087317879;705913477;1240039763;530732130;0;0;98.130
4194304;142710;0;0;0;0;485175073;42634608;69402004;70464984;0;0;7.647
4194304;74905;0;0;0;0;101102972;8098464;3980691;32139606;0;0;2.443
262144;19856;0;0;0;0;24393682;1524815;1221466;8362794;0;0;0.658
4194304;4980;0;0;0;0;28470267;4992403;1361567;2677518;0;0;0.926
1048576;5016;0;0;0;0;8915786;1187721;103320;2120190;0;0;0.262
1048576;30870;0;0;0;0;48253538;4221686;3553195;13098858;0;0;0.948
262144;96083;0;0;0;0;102847043;5124442;4451936;39899256;0;0;2.007
1048576;142234;0;0;0;0;143206766;6147295;4060833;59004366;0;0;2.876
1048576;90168;0;0;0;0;134860445;9846292;10303443;39362430;0;0;2.425
1048576;13287;0;0;0;0;22362544;1968450;1222590;5992926;0;0;0.472
4194304;1161;0;0;0;0;18734436;4281612;120615;663018;0;0;0.727
1048576;45325;0;0;0;0;52343309;3306949;2048175;18906126;0;0;1.114
4194304;11718;0;0;0;0;41540213;5838640;2754235;5962326;0;0;1.038
4194304;71968;0;0;0;0;244136128;21171758;30683842;37110168;0;0;4.121
262144;3996;0;0;0;0;5451693;403226;124404;1884774;0;0;0.146
262144;140;0;0;0;0;1307874;273569;19720;84474;0;0;0.064
4194304;42822;0;0;0;0;115042130;10739854;11147711;22052418;0;0;2.236
1048576;14960;0;0;0;0;28730424;2537267;2139630;7101666;0;0;0.567
1048576;27090;0;0;0;0;40640282;3008982;2499857;11919840;0;0;0.810
1048576;59700;0;0;0;0;82504397;6128692;5350638;26037864;0;0;1.556
1048576;279;0;0;0;0;4606050;1063690;20585;158220;0;0;0.191
4194304;691509;0;0;0;0;1378274973;124977030;144756601;288376968;0;0;22.219
262144;2730;0;0;0;0;4234454;392291;136967;1241460;0;0;0.122
1048576;162097;0;0;0;0;212266100;15000280;13178754;66958836;0;0;3.851
1048576;4725;0;0;0;0;12117908;1458836;603187;2496978;0;0;0.302
262144;5160;0;0;0;0;6801582;476769;205438;2350812;0;0;0.170
262144;12093;0;0;0;0;13376321;736589;403657;5146938;0;0;0.309
1048576;32204;0;0;0;0;37234432;2510072;1230596;13499616;0;0;0.815
4194304;444576;0;0;0;0;1129475353;117124261;150943684;190333242;0;0;17.511
4194304;2727820;0;0;0;0;7970126377;963372917;1113046792;1128060960;0;0;117.457
262144;5502;0;0;0;0;8007598;577895;402774;2517684;0;0;0.190
262144;2030;0;0;0;0;3494505;356668;93835;974832;0;0;0.108
262144;82716;0;0;0;0;85066849;3721867;2957410;34377282;0;0;1.676
1048576;40655;0;0;0;0;45661886;2627669;1373378;17165904;0;0;0.951
1048576;149160;0;0;0;0;389937688;34939380;48967439;70008228;0;0;6.085
4194304;213712;0;0;0;0;381508923;28896454;35349508;95008632;0;0;6.710
1048576;79032;0;0;0;0;246581046;21379363;33952861;36218586;0;0;3.854
4194304;10035;0;0;0;0;38451508;5615291;2395707;4804830;0;0;1.182
4194304;145844;0;0;0;0;452509367;37229437;61275282;73218066;0;0;7.147
4194304;47872;0;0;0;0;123885699;11539951;12197292;23570688;0;0;2.398
1048576;134616;0;0;0;0;406691245;34315464;55600437;64565202;0;0;6.083
1048576;386044;0;0;0;0;1503062728;148474127;234961214;176949924;0;0;21.044
4194304;65648;0;0;0;0;227014253;20397404;29257059;32288016;0;0;3.726
1048576;47190;0;0;0;0;56819626;3482490;2510816;19975800;0;0;1.143
4194304;325962;0;0;0;0;637220943;54062488;66465293;141639156;0;0;10.560
4194304;222705;0;0;0;0;678070650;55192840;92675081;108649602;0;0;10.353
4194304;67890;0;0;0;0;187318903;17344298;22879342;32006496;0;0;3.241
1048576;1664;0;0;0;0;6843814;1174225;174457;897414;0;0;0.193
4194304;22401;0;0;0;0;56308958;6692552;3823313;10642290;0;0;1.326
262144;44608;0;0;0;0;42175720;1580715;945893;18393168;0;0;1.030
